51.057214 -114.086
51.056492 -114.085964
51.055734 -114.085964
51.055228 -114.085964
51.054687 -114.085964
51.054073 -114.085964
51.053315 -114.085964
51.052773 -114.085927
51.052412 -114.085964
51.052449 -114.086649
51.052521 -114.087371
51.052521 -114.088274
51.052521 -114.089068
51.052593 -114.090007
51.052521 -114.090945
51.052521 -114.091703
51.053279 -114.091703
51.053892 -114.091739
51.054253 -114.091739
51.054001 -114.092245
51.053784 -114.09275
51.053495 -114.093292
51.053279 -114.093905
51.053171 -114.094519
51.053712 -114.094808
51.05447 -114.094699
51.054506 -114.095277
51.054506 -114.095927
51.054506 -114.096685
51.054578 -114.097479
51.054578 -114.097912
51.055336 -114.097804
51.056058 -114.09784
51.05678 -114.09784
51.057394 -114.097948
51.057936 -114.098021
51.058369 -114.098021
51.058946 -114.097948
51.059704 -114.09784
51.059704 -114.096829
51.059704 -114.096432
51.058838 -114.096143
51.057791 -114.096216
51.057755 -114.095746
51.057647 -114.09506
51.05743 -114.094375
51.05725 -114.093833
51.057141 -114.0934
51.057141 -114.092317
51.057141 -114.091631
51.057177 -114.090476
51.057141 -114.088743
51.057141 -114.087877
51.057141 -114.086686
